RAdeg,DEdeg,e_RAdeg,e_DEdeg,Field,nobs,mobs,B_V,e_B_V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,gmag,e_gmag,u_e_gmag,rmag,e_rmag,u_e_rmag,imag,e_imag,u_e_imag
359.504697,-0.577522,0.578,0.542,20160270,4,19,0.93,0.108,14.834,0.083,0.0,15.763,0.069,0.0,15.295,0.046,0.0,14.545,0.107,0.0,14.271,0.037,0.0
359.567573,-0.583742,1.265,1.009,20110001,2,5,,,,,,,,,16.333,0.083,0.0,15.632,0.048,0.0,15.667,0.0,1.0
359.571262,-0.556,0.735,0.704,20160270,2,5,,,,,,,,,16.082,0.021,0.0,15.428,0.121,0.0,15.193,0.0,1.0
359.546114,-0.555396,0.632,0.516,20110001,2,8,0.93,0.114,15.489,0.067,0.0,16.419,0.092,1.0,15.99,0.008,0.0,15.248,0.064,0.0,15.169,0.0,1.0
359.535175,-0.553728,0.921,0.881,20160270,3,9,,,,,,,,,16.324,0.079,0.0,15.033,0.063,0.0,14.417,0.096,0.0
359.388127,-0.618812,0.534,0.163,20160270,5,25,0.611,0.117,12.689,0.085,0.0,13.301,0.081,0.0,12.993,0.064,0.0,12.527,0.081,0.0,12.427,0.072,0.0
359.406171,-0.547043,1.126,0.814,20110001,2,5,,,,,,,,,16.363,0.037,0.0,15.796,0.037,0.0,15.399,0.0,1.0
359.395107,-0.558794,0.664,0.344,20160270,5,21,0.76,0.1,13.527,0.079,0.0,14.287,0.062,0.0,13.899,0.063,0.0,13.288,0.057,0.0,13.17,0.087,0.0
359.479141,-0.580026,0.717,0.77,20160270,3,12,1.321,0.157,15.165,0.071,0.0,16.485,0.14,0.0,15.994,0.126,0.0,14.651,0.043,0.0,14.19,0.11,0.0
359.479351,-0.541476,0.651,0.404,20160270,3,15,0.674,0.091,14.056,0.08,0.0,14.73,0.044,0.0,14.403,0.051,0.0,13.847,0.037,0.0,13.716,0.068,0.0
359.440116,-0.506346,0.821,0.404,20160270,5,22,1.085,0.09,13.339,0.079,0.0,14.423,0.044,0.0,13.857,0.055,0.0,13.007,0.087,0.0,12.646,0.022,0.0
359.45012,-0.468001,0.77,0.629,20160270,4,16,0.732,0.117,15.317,0.114,0.0,16.049,0.023,0.0,15.644,0.031,0.0,15.123,0.093,0.0,14.949,0.023,0.0
359.636289,-0.579153,0.794,0.686,20160270,3,12,1.268,0.235,15.837,0.198,0.0,17.105,0.127,0.0,16.545,0.101,0.0,15.363,0.088,0.0,14.975,0.272,0.0
359.652677,-0.591775,0.533,0.577,20160270,2,7,0.584,0.0,16.09,0.0,1.0,16.673,0.0,1.0,16.453,0.048,0.0,15.911,0.063,0.0,15.599,0.0,1.0
359.617705,-0.548869,0.718,0.413,20160270,4,16,0.968,0.089,15.047,0.04,0.0,16.015,0.079,0.0,15.489,0.019,0.0,14.761,0.06,0.0,14.595,0.125,0.0
359.722507,-0.513275,0.415,0.47,20160270,5,22,0.761,0.085,13.837,0.054,0.0,14.598,0.066,0.0,14.187,0.049,0.0,13.632,0.048,0.0,13.492,0.074,0.0
359.624958,-0.513861,0.369,0.165,20160270,5,24,0.593,0.094,11.657,0.074,0.0,12.25,0.058,0.0,11.916,0.064,0.0,11.512,0.038,0.0,11.425,0.05,0.0
359.619223,-0.481778,0.793,0.59,20160270,3,12,0.58,0.129,14.868,0.112,0.0,15.448,0.063,0.0,15.058,0.041,0.0,14.631,0.024,0.0,14.584,0.021,0.0
359.631105,-0.474038,0.656,0.902,20160270,3,8,0.831,0.0,15.701,0.0,1.0,16.532,0.0,1.0,16.066,0.014,0.0,15.362,0.119,0.0,15.289,0.119,0.0
359.783903,-0.471387,0.769,0.446,20160270,4,18,1.06,0.103,14.958,0.102,0.0,16.017,0.011,0.0,15.553,0.043,0.0,14.44,0.027,0.0,13.982,0.03,0.0
359.786754,-0.421414,1.268,0.724,20160270,3,9,0.751,0.267,15.504,0.046,0.0,16.255,0.263,0.0,15.761,0.006,0.0,15.15,0.0,0.0,15.141,0.0,1.0
359.791651,-0.436477,0.512,0.164,20160270,4,20,1.023,0.09,13.269,0.057,0.0,14.292,0.07,0.0,13.742,0.058,0.0,12.961,0.049,0.0,12.659,0.07,0.0
359.684761,-0.447878,1.077,0.528,20160270,3,16,1.043,0.225,15.169,0.177,0.0,16.213,0.138,0.0,15.707,0.052,0.0,14.635,0.044,0.0,14.278,0.014,0.0
359.730853,-0.391294,0.282,0.337,20160270,5,19,0.44,0.085,13.574,0.051,0.0,14.014,0.069,0.0,13.71,0.03,0.0,13.488,0.029,0.0,13.415,0.015,0.0
359.557492,-0.507886,1.22,0.863,20160270,3,10,0.656,0.0,15.785,0.0,1.0,16.441,0.0,1.0,16.162,0.063,0.0,15.293,0.079,0.0,15.009,0.01,0.0
359.642366,-0.45059,0.591,0.195,20160270,5,25,0.975,0.099,12.41,0.056,0.0,13.385,0.082,0.0,12.872,0.051,0.0,12.121,0.044,0.0,11.865,0.062,0.0
359.629342,-0.425237,1.065,0.827,20110001,2,7,0.84,0.121,15.923,0.0,1.0,16.763,0.121,1.0,16.247,0.0,0.0,15.754,0.078,0.0,15.485,0.0,1.0
359.634462,-0.3894,0.828,0.954,20160270,4,12,0.775,0.133,15.464,0.086,0.0,16.239,0.101,0.0,15.929,0.044,0.0,15.336,0.083,0.0,,,
359.66067,-0.363481,0.961,0.872,20160270,3,9,0.69,0.146,15.545,0.133,0.0,16.235,0.059,0.0,15.822,0.0,1.0,15.353,0.0,1.0,15.116,0.0,1.0
0.042304,-0.55386,0.569,0.486,20160270,4,20,0.692,0.075,14.722,0.068,0.0,15.414,0.033,0.0,15.008,0.058,0.0,14.517,0.045,0.0,14.384,0.133,0.0
0.064256,-0.5104,0.553,0.174,20160270,5,25,0.67,0.073,12.478,0.05,0.0,13.148,0.054,0.0,12.769,0.053,0.0,12.316,0.036,0.0,12.204,0.065,0.0
0.021798,-0.517079,0.527,0.291,20160270,3,15,1.008,0.158,14.271,0.041,0.0,15.278,0.153,0.0,14.712,0.047,0.0,13.942,0.012,0.0,13.711,0.053,0.0
0.018334,-0.483773,0.652,0.225,20160270,5,24,0.613,0.089,12.633,0.045,0.0,13.246,0.076,0.0,12.912,0.053,0.0,12.5,0.091,0.0,12.317,0.083,0.0
359.977717,-0.497578,0.861,0.144,20160270,4,20,0.982,0.151,13.011,0.053,0.0,13.993,0.142,0.0,13.455,0.049,0.0,12.677,0.033,0.0,12.433,0.052,0.0
0.105938,-0.501765,0.366,0.12,20160270,5,24,0.799,0.078,11.717,0.041,0.0,12.516,0.066,0.0,12.072,0.046,0.0,11.478,0.034,0.0,11.335,0.056,0.0
0.100162,-0.480049,1.13,1.306,20160270,3,9,1.515,0.053,15.556,0.006,0.0,17.071,0.052,0.0,16.351,0.168,0.0,15.13,0.024,0.0,14.736,0.0,1.0
0.106923,-0.460342,1.059,0.964,20160270,4,13,0.543,0.083,15.71,0.026,0.0,16.253,0.078,0.0,16.012,0.04,0.0,15.637,0.145,0.0,15.42,0.0,1.0
0.070703,-0.431278,0.484,0.11,20160270,5,24,0.644,0.094,12.111,0.051,0.0,12.755,0.079,0.0,12.399,0.047,0.0,11.939,0.035,0.0,11.851,0.061,0.0
0.08239,-0.428976,0.981,0.883,20160270,3,10,0.844,0.118,15.742,0.087,0.0,16.586,0.08,0.0,16.063,0.102,0.0,15.382,0.082,0.0,15.262,0.0,1.0
0.097428,-0.403216,0.549,0.303,20160270,4,19,1.026,0.118,14.378,0.031,0.0,15.404,0.114,0.0,14.884,0.051,0.0,14.077,0.017,0.0,13.774,0.059,0.0
0.064048,-0.399762,0.902,0.491,20110001,2,6,0.952,0.097,15.588,0.0,1.0,16.539,0.097,1.0,16.002,0.022,0.0,15.328,0.006,0.0,,,
359.927624,-0.472624,0.86,0.395,20160270,5,22,0.909,0.097,14.34,0.046,0.0,15.249,0.086,0.0,14.782,0.054,0.0,14.094,0.014,0.0,13.869,0.088,0.0
359.979363,-0.445294,0.67,0.774,20110001,2,7,0.61,0.083,15.76,0.0,1.0,16.371,0.083,1.0,16.003,0.022,0.0,15.566,0.033,0.0,15.366,0.0,1.0
359.973838,-0.441441,0.934,0.581,20160270,4,18,0.943,0.167,14.899,0.13,0.0,15.842,0.105,0.0,15.323,0.111,0.0,14.644,0.039,0.0,14.429,0.078,0.0
0.014045,-0.395576,0.447,0.707,20110001,2,9,0.812,0.13,15.171,0.086,0.0,15.982,0.098,0.0,15.582,0.017,0.0,14.99,0.031,0.0,14.803,0.0,1.0
0.013869,-0.387305,0.827,1.091,20160270,2,6,0.718,0.121,16.104,0.0,1.0,16.822,0.121,1.0,16.467,0.116,0.0,16.104,0.166,0.0,,,
359.997753,-0.401851,0.596,0.644,20160270,4,13,0.665,0.049,15.175,0.048,0.0,15.839,0.013,0.0,15.47,0.058,0.0,14.987,0.016,0.0,14.845,0.0,1.0
0.048508,-0.360455,0.517,0.231,20110001,3,13,1.159,0.0,7.286,0.0,1.0,8.445,0.0,1.0,7.847,0.0,1.0,6.918,0.0,1.0,6.509,0.0,1.0
0.043383,-0.343779,0.722,0.247,20160270,5,25,0.776,0.149,12.979,0.05,0.0,13.756,0.141,0.0,13.299,0.046,0.0,12.773,0.025,0.0,12.617,0.057,0.0
359.978716,-0.34198,0.509,0.523,20160270,4,15,0.813,0.05,14.576,0.037,0.0,15.389,0.034,0.0,14.972,0.027,0.0,14.318,0.02,0.0,14.113,0.017,0.0
0.102505,-0.37284,0.356,0.205,20160270,5,21,0.677,0.073,11.9,0.031,0.0,12.577,0.066,0.0,12.205,0.036,0.0,11.719,0.012,0.0,11.597,0.014,0.0
0.179586,-0.335219,0.994,0.939,20110001,2,7,0.991,0.097,15.575,0.0,1.0,16.566,0.097,1.0,16.047,0.036,0.0,15.33,0.045,0.0,14.911,0.0,1.0
0.282085,-0.284857,1.158,0.425,20140001,2,2,,,,,,,,,,,,,,,15.413,0.069,0.0
0.280552,-0.305708,0.681,1.018,20160136,3,11,0.577,0.136,15.405,0.065,0.0,15.982,0.119,0.0,15.741,0.03,0.0,15.21,0.006,0.0,15.046,0.0,1.0
0.312259,-0.283107,0.709,0.471,20160136,3,9,,,,,,,,,16.253,0.108,0.0,14.958,0.024,0.0,13.517,0.009,0.0
0.251346,-0.261873,0.63,0.596,20140001,3,11,0.599,0.014,14.795,0.012,0.0,15.393,0.006,0.0,15.088,0.041,0.0,14.615,0.037,0.0,14.481,0.048,0.0
0.252627,-0.244343,0.725,0.579,20110001,2,9,0.542,0.125,15.271,0.037,0.0,15.813,0.12,0.0,15.496,0.016,0.0,15.03,0.041,0.0,15.001,0.0,1.0
0.021969,-0.290909,0.713,0.624,20160270,2,4,0.431,0.202,16.655,0.201,0.0,17.086,0.025,0.0,,,,,,,,,
0.08866,-0.278031,0.519,0.267,20160270,5,19,0.771,0.092,14.071,0.044,0.0,14.842,0.081,0.0,14.395,0.028,0.0,13.868,0.009,0.0,13.68,0.084,0.0
0.202617,-0.263164,0.743,0.409,20160270,4,13,0.723,0.049,14.41,0.036,0.0,15.132,0.034,0.0,14.743,0.0,0.0,14.233,0.025,0.0,14.107,0.098,0.0
0.151763,-0.267922,1.205,1.338,20160270,3,6,0.642,0.259,16.266,0.163,0.0,16.908,0.201,0.0,16.504,0.0,1.0,,,,15.782,0.0,1.0
0.171474,-0.202927,0.594,0.55,20160270,4,12,1.2,0.178,14.866,0.037,0.0,16.066,0.174,0.0,15.474,0.081,0.0,14.308,0.034,0.0,13.989,0.072,0.0
0.206209,-0.194404,0.594,0.23,20110001,4,13,0.934,0.052,13.753,0.036,0.0,14.688,0.038,0.0,14.22,0.021,0.0,13.402,0.029,0.0,13.204,0.032,0.0
359.880908,-0.393579,0.852,0.303,20160270,4,15,0.576,0.136,14.799,0.097,0.0,15.374,0.095,0.0,14.998,0.029,0.0,14.544,0.034,0.0,14.487,0.043,0.0
359.889452,-0.381211,1.207,0.911,20160270,3,9,0.705,0.129,16.145,0.0,1.0,16.85,0.129,1.0,16.352,0.088,0.0,15.92,0.097,0.0,15.696,0.0,1.0
359.847939,-0.36769,0.492,0.132,20110001,4,18,0.732,0.057,12.402,0.033,0.0,13.134,0.047,0.0,12.751,0.037,0.0,12.174,0.038,0.0,12.03,0.028,0.0
359.819479,-0.344028,0.653,0.153,20160270,5,25,1.005,0.097,12.275,0.038,0.0,13.28,0.089,0.0,12.721,0.049,0.0,11.966,0.045,0.0,11.719,0.09,0.0
359.87849,-0.336881,0.401,0.79,20110001,2,9,0.768,0.073,15.12,0.069,0.0,15.888,0.025,0.0,15.535,0.01,0.0,14.992,0.054,0.0,14.705,0.0,1.0
359.921557,-0.318449,0.75,1.254,20160270,3,9,0.622,0.129,15.578,0.042,0.0,16.2,0.122,0.0,15.857,0.036,0.0,15.505,0.09,0.0,15.252,0.0,1.0
359.943549,-0.280128,0.75,0.38,20110001,3,12,1.544,0.0,6.903,0.0,1.0,8.447,0.0,1.0,7.636,0.0,1.0,6.544,0.0,1.0,5.406,0.0,1.0
359.96482,-0.276091,1.236,0.774,20160270,3,7,0.947,0.133,15.584,0.104,0.0,16.531,0.084,0.0,16.124,0.0,1.0,15.524,0.0,1.0,15.758,0.0,1.0
359.902127,-0.295526,1.149,1.354,20110001,2,6,0.997,0.218,16.492,0.0,1.0,17.489,0.218,1.0,17.028,0.0,1.0,15.556,0.0,1.0,14.802,0.07,0.0
359.744224,-0.327422,0.796,0.153,20110001,4,18,0.819,0.121,12.529,0.037,0.0,13.349,0.115,0.0,12.879,0.036,0.0,12.238,0.021,0.0,12.13,0.115,0.0
359.754932,-0.30567,0.623,0.106,20160270,3,15,0.573,0.059,12.975,0.04,0.0,13.547,0.043,0.0,13.227,0.043,0.0,12.826,0.05,0.0,12.68,0.054,0.0
359.735219,-0.283113,0.857,0.369,20160270,5,21,0.796,0.148,14.4,0.044,0.0,15.197,0.142,0.0,14.745,0.061,0.0,14.12,0.057,0.0,13.946,0.144,0.0
359.749203,-0.237926,1.015,0.457,20160270,5,17,1.043,0.037,14.628,0.014,0.0,15.67,0.034,0.0,15.137,0.039,0.0,14.317,0.063,0.0,14.034,0.102,0.0
359.826261,-0.161314,0.933,0.226,20160270,6,23,0.631,0.066,13.27,0.023,0.0,13.901,0.062,0.0,13.519,0.056,0.0,13.161,0.134,0.0,12.975,0.076,0.0
0.003424,-0.27808,0.476,0.141,20160270,6,26,0.63,0.068,12.474,0.03,0.0,13.104,0.061,0.0,12.735,0.033,0.0,12.317,0.031,0.0,12.224,0.064,0.0
359.990138,-0.281228,0.648,0.308,20160270,5,17,0.687,0.098,14.487,0.046,0.0,15.174,0.086,0.0,14.769,0.017,0.0,14.242,0.07,0.0,14.151,0.121,0.0
0.025413,-0.263276,0.866,0.355,20160270,4,12,1.007,0.068,15.33,0.051,0.0,16.338,0.044,0.0,15.749,0.09,0.0,14.925,0.017,0.0,14.718,0.126,0.0
359.978474,-0.26131,0.643,0.477,20160270,5,15,0.607,0.082,14.727,0.07,0.0,15.334,0.044,0.0,14.93,0.037,0.0,14.563,0.038,0.0,14.478,0.16,0.0
359.9927,-0.250101,0.796,0.193,20160270,6,23,0.772,0.028,13.307,0.021,0.0,14.08,0.019,0.0,13.646,0.046,0.0,13.056,0.043,0.0,12.903,0.099,0.0
0.05044,-0.23729,0.704,1.021,20110001,2,9,0.482,0.127,15.794,0.05,0.0,16.276,0.117,0.0,15.963,0.081,0.0,15.557,0.069,0.0,15.342,0.0,1.0
0.042196,-0.25815,0.48,0.455,20160270,4,16,0.662,0.101,14.309,0.027,0.0,14.971,0.098,0.0,14.576,0.028,0.0,14.062,0.02,0.0,13.912,0.075,0.0
0.010862,-0.22973,0.741,0.362,20160270,5,20,0.73,0.045,13.81,0.026,0.0,14.54,0.036,0.0,14.132,0.034,0.0,13.642,0.029,0.0,13.462,0.099,0.0
0.135838,-0.172551,0.626,0.346,20160270,4,15,0.621,0.057,14.222,0.032,0.0,14.843,0.047,0.0,14.467,0.024,0.0,14.118,0.1,0.0,13.945,0.04,0.0
0.116948,-0.129695,0.428,0.367,20110001,5,20,0.819,0.074,12.092,0.031,0.0,12.91,0.067,0.0,12.457,0.021,0.0,11.869,0.014,0.0,11.717,0.037,0.0
0.02425,-0.168947,1.179,0.74,20140001,3,8,0.913,0.12,15.903,0.0,1.0,16.816,0.12,1.0,16.313,0.056,0.0,15.466,0.008,0.0,15.245,0.086,0.0
0.032759,-0.131903,0.986,0.777,20160270,4,12,0.828,0.095,15.58,0.04,0.0,16.408,0.086,0.0,15.996,0.006,0.0,15.328,0.088,0.0,15.128,0.057,0.0
0.090411,-0.128995,0.882,0.96,20160270,3,7,0.548,0.063,15.561,0.0,1.0,16.109,0.063,1.0,15.832,0.094,0.0,15.489,0.045,0.0,15.311,0.0,1.0
0.117678,-0.10944,0.647,0.253,20160270,5,20,0.639,0.053,13.944,0.041,0.0,14.583,0.034,0.0,14.208,0.035,0.0,13.788,0.029,0.0,13.651,0.056,0.0
359.890562,-0.191097,0.73,0.233,20160270,5,21,0.846,0.048,13.484,0.033,0.0,14.33,0.036,0.0,13.853,0.054,0.0,13.191,0.045,0.0,12.966,0.087,0.0
359.949094,-0.169646,0.797,0.762,20160270,3,13,0.668,0.067,15.123,0.064,0.0,15.791,0.018,0.0,15.411,0.022,0.0,14.961,0.09,0.0,14.843,0.0,1.0
359.869399,-0.145817,0.843,0.875,20160270,4,10,0.842,0.104,15.768,0.0,1.0,16.61,0.104,1.0,16.181,0.057,0.0,15.566,0.116,0.0,15.543,0.069,0.0
359.876081,-0.135808,0.447,0.172,20160270,4,16,0.767,0.046,13.196,0.012,0.0,13.963,0.044,0.0,13.547,0.023,0.0,12.994,0.06,0.0,12.813,0.04,0.0
359.934401,-0.113712,0.634,0.202,20160270,6,25,0.529,0.065,12.684,0.031,0.0,13.212,0.057,0.0,12.877,0.047,0.0,12.571,0.055,0.0,12.531,0.092,0.0
0.004913,-0.116783,0.902,0.325,20160270,4,14,1.0,0.063,14.043,0.023,0.0,15.043,0.059,0.0,14.559,0.033,0.0,13.783,0.193,0.0,13.385,0.07,0.0
359.992771,-0.136527,0.519,0.293,20160270,5,15,0.899,0.065,14.159,0.027,0.0,15.058,0.059,0.0,14.571,0.063,0.0,13.897,0.006,0.0,13.744,0.062,0.0
0.05565,-0.078785,0.901,0.269,20160270,4,15,0.659,0.046,13.896,0.045,0.0,14.555,0.011,0.0,14.187,0.032,0.0,13.699,0.052,0.0,13.606,0.03,0.0
0.010854,-0.072744,0.629,0.229,20160270,4,16,0.658,0.037,13.298,0.028,0.0,13.956,0.025,0.0,13.59,0.036,0.0,13.181,0.071,0.0,13.038,0.049,0.0
0.018628,-0.083342,1.221,0.513,20160270,4,10,0.919,0.093,15.354,0.07,0.0,16.273,0.062,0.0,15.822,0.037,0.0,14.995,0.032,0.0,14.789,0.059,0.0
0.037329,-0.065091,0.576,0.127,20160270,6,25,0.707,0.055,10.686,0.024,0.0,11.393,0.05,0.0,10.993,0.059,0.0,10.504,0.038,0.0,10.397,0.055,0.0
359.999117,-0.065363,0.587,0.134,20110001,5,21,1.295,0.039,10.355,0.019,0.0,11.65,0.033,0.0,10.977,0.06,0.0,10.09,0.122,0.0,9.502,0.0,1.0
0.032671,-0.040679,0.401,0.676,20140001,2,6,0.566,0.072,15.653,0.0,1.0,16.219,0.072,1.0,15.91,0.0,1.0,15.437,0.0,1.0,15.223,0.016,0.0
0.765435,-0.565548,0.677,0.778,20160136,4,18,1.23,0.086,15.147,0.043,0.0,16.377,0.075,0.0,15.794,0.041,0.0,14.659,0.081,0.0,14.153,0.102,0.0
0.700337,-0.506547,0.252,0.315,20160136,4,18,0.648,0.066,14.134,0.053,0.0,14.781,0.04,0.0,14.429,0.027,0.0,13.966,0.048,0.0,13.711,0.12,0.0
0.711038,-0.500958,0.69,0.577,20160136,4,18,0.709,0.1,14.635,0.086,0.0,15.344,0.051,0.0,14.989,0.039,0.0,14.493,0.048,0.0,14.267,0.16,0.0
0.822813,-0.429264,0.739,0.856,20160136,3,15,0.786,0.11,15.608,0.082,0.0,16.394,0.074,0.0,16.03,0.04,0.0,15.316,0.028,0.0,14.922,0.114,0.0
0.75818,-0.473827,0.447,0.554,20160136,3,15,0.684,0.024,14.82,0.009,0.0,15.504,0.022,0.0,15.142,0.018,0.0,14.657,0.044,0.0,14.427,0.109,0.0
0.755465,-0.410623,0.652,0.524,20160136,4,20,0.601,0.043,14.996,0.024,0.0,15.598,0.036,0.0,15.262,0.052,0.0,14.811,0.05,0.0,14.526,0.076,0.0
0.773291,-0.421091,0.4,0.527,20160136,4,20,0.682,0.051,14.449,0.032,0.0,15.131,0.04,0.0,14.784,0.018,0.0,14.272,0.072,0.0,13.989,0.096,0.0
0.630423,-0.481509,0.908,0.782,20160136,2,4,0.45,0.203,16.483,0.0,1.0,16.934,0.203,1.0,16.767,0.0,1.0,16.439,0.0,1.0,,,
0.63417,-0.488343,1.077,0.884,20160136,4,14,1.111,0.092,15.586,0.015,0.0,16.697,0.091,0.0,16.226,0.031,0.0,15.103,0.055,0.0,14.521,0.098,0.0
0.615097,-0.475406,0.956,0.952,20160136,3,8,,,,,,,,,16.706,0.077,0.0,16.03,0.144,0.0,15.452,0.048,0.0
0.673753,-0.454602,0.664,0.664,20160136,4,16,1.284,0.14,15.097,0.027,0.0,16.381,0.137,0.0,15.82,0.027,0.0,14.567,0.03,0.0,13.96,0.076,0.0
0.66556,-0.421362,0.289,0.246,20160136,4,18,0.842,0.03,13.686,0.023,0.0,14.528,0.018,0.0,14.088,0.03,0.0,13.45,0.044,0.0,13.154,0.118,0.0
0.608886,-0.426209,0.755,0.641,20160136,2,6,,,,,,,,,17.027,0.081,0.0,15.851,0.006,0.0,14.964,0.1,0.0
0.601714,-0.400589,0.25,0.221,20110001,5,23,0.736,0.006,12.265,0.005,0.0,13.001,0.005,0.0,12.589,0.042,0.0,12.067,0.042,0.0,11.815,0.111,0.0
0.708283,-0.43557,0.73,1.036,20160136,3,9,0.65,0.063,16.033,0.0,1.0,16.683,0.063,0.0,16.367,0.014,0.0,15.855,0.087,0.0,15.492,0.132,0.0
0.72557,-0.346162,0.636,0.358,20160136,4,16,1.371,0.093,15.092,0.034,0.0,16.463,0.087,0.0,15.797,0.076,0.0,14.488,0.051,0.0,13.791,0.119,0.0
0.703405,-0.300298,0.161,0.26,20110001,5,23,0.978,0.034,12.516,0.022,0.0,13.494,0.026,0.0,12.987,0.045,0.0,12.149,0.05,0.0,11.791,0.115,0.0
0.716657,-0.321033,0.564,1.026,20160136,4,15,0.779,0.078,15.452,0.028,0.0,16.232,0.073,1.0,15.933,0.04,0.0,15.251,0.024,0.0,14.935,0.211,0.0
0.889834,-0.389257,0.57,0.554,20160136,2,7,0.521,0.0,15.993,0.0,1.0,16.514,0.0,1.0,16.324,0.029,0.0,15.927,0.061,0.0,15.859,0.0,1.0
0.9239,-0.381656,0.562,1.833,20160136,2,3,0.337,0.022,14.443,0.0,1.0,14.78,0.022,1.0,15.17,0.0,1.0,,,,,,
0.895578,-0.367897,0.163,0.109,20110001,5,25,0.617,0.029,12.065,0.017,0.0,12.683,0.023,0.0,12.344,0.036,0.0,11.903,0.042,0.0,11.705,0.11,0.0
0.868684,-0.378554,1.22,0.76,20160136,2,7,1.088,0.125,15.969,0.023,0.0,17.058,0.123,0.0,16.458,0.0,1.0,15.679,0.0,1.0,15.194,0.0,1.0
0.880025,-0.342279,0.69,0.802,20160136,4,18,0.755,0.059,15.408,0.026,0.0,16.163,0.053,0.0,15.77,0.071,0.0,15.159,0.058,0.0,14.814,0.158,0.0
0.925965,-0.307884,0.273,0.334,20160136,4,20,0.506,0.023,14.138,0.009,0.0,14.645,0.021,0.0,14.361,0.037,0.0,14.04,0.021,0.0,13.825,0.125,0.0
0.80379,-0.329882,0.731,0.547,20160136,4,20,0.676,0.066,15.038,0.05,0.0,15.715,0.043,0.0,15.334,0.05,0.0,14.861,0.076,0.0,14.652,0.11,0.0
0.765196,-0.331834,0.309,0.357,20160136,4,20,0.595,0.032,14.58,0.016,0.0,15.175,0.028,0.0,14.877,0.034,0.0,14.456,0.046,0.0,14.154,0.173,0.0
0.794275,-0.304913,0.955,1.061,20160136,2,6,0.956,0.134,16.01,0.034,0.0,16.966,0.129,0.0,16.539,0.0,1.0,15.821,0.0,1.0,,,
0.870421,-0.293069,1.164,1.309,20160136,3,6,0.727,0.0,16.383,0.0,1.0,17.11,0.0,1.0,16.547,0.083,0.0,15.988,0.006,0.0,,,
0.831765,-0.28643,0.123,0.169,20110001,5,25,0.524,0.032,11.686,0.02,0.0,12.211,0.025,0.0,11.908,0.043,0.0,11.565,0.043,0.0,11.371,0.111,0.0
0.802707,-0.251236,0.154,0.182,20160136,5,20,1.148,0.109,13.64,0.056,0.0,14.788,0.093,0.0,14.235,0.092,0.0,13.166,0.092,0.0,12.68,0.055,0.0
0.761224,-0.261622,0.664,0.569,20160136,5,18,0.067,0.058,15.115,0.033,0.0,15.183,0.048,0.0,15.083,0.041,0.0,15.261,0.041,0.0,15.269,0.16,0.0
0.807322,-0.235008,1.09,0.748,20160136,2,9,1.232,0.164,15.979,0.107,0.0,17.211,0.125,0.0,16.708,0.03,0.0,15.531,0.091,0.0,14.795,0.0,1.0
0.819783,-0.222261,0.395,0.391,20160136,5,20,0.599,0.052,14.538,0.046,0.0,15.137,0.023,0.0,14.821,0.039,0.0,14.45,0.036,0.0,14.269,0.034,0.0
0.503957,-0.395902,0.987,0.611,20160136,2,4,0.58,0.122,16.261,0.0,1.0,16.841,0.122,1.0,16.712,0.0,1.0,16.041,0.0,1.0,,,
0.510691,-0.412442,1.213,0.934,20160136,2,4,,,,,,,,,16.486,0.034,0.0,16.03,0.146,0.0,,,
0.600237,-0.370618,0.711,0.785,20160136,4,16,0.869,0.057,15.11,0.048,0.0,15.979,0.032,0.0,15.524,0.08,0.0,14.952,0.038,0.0,14.673,0.15,0.0
0.571353,-0.360204,0.091,0.084,20110001,5,21,0.725,0.021,10.678,0.016,0.0,11.403,0.014,0.0,11.057,0.059,0.0,10.478,0.019,0.0,10.265,0.112,0.0
0.550748,-0.343348,0.268,0.218,20160136,4,18,0.743,0.049,13.882,0.009,0.0,14.625,0.048,0.0,14.227,0.042,0.0,13.724,0.061,0.0,13.482,0.122,0.0
0.59942,-0.337343,0.356,0.4,20160136,4,16,0.572,0.08,14.792,0.056,0.0,15.365,0.057,0.0,15.09,0.069,0.0,14.696,0.011,0.0,14.46,0.152,0.0
0.599541,-0.326632,0.782,0.578,20160136,4,15,1.138,0.064,15.201,0.064,0.0,16.339,0.008,0.0,15.73,0.035,0.0,14.884,0.023,0.0,14.433,0.144,0.0
0.632153,-0.288962,0.375,0.393,20160136,4,18,0.721,0.057,14.259,0.009,0.0,14.979,0.056,0.0,14.582,0.044,0.0,14.04,0.055,0.0,13.734,0.125,0.0
0.571634,-0.300138,0.469,0.753,20160136,4,18,1.227,0.103,14.806,0.027,0.0,16.033,0.099,0.0,15.401,0.067,0.0,14.365,0.048,0.0,13.979,0.123,0.0
0.549035,-0.311711,0.625,0.55,20160136,4,18,0.943,0.102,14.737,0.062,0.0,15.681,0.08,0.0,15.195,0.018,0.0,14.464,0.068,0.0,14.127,0.104,0.0
0.458823,-0.319994,0.293,0.211,20110001,5,23,0.555,0.017,12.975,0.014,0.0,13.53,0.009,0.0,13.215,0.031,0.0,12.811,0.033,0.0,12.606,0.102,0.0
0.491846,-0.305164,0.931,0.439,20160136,4,12,0.749,0.0,15.402,0.0,1.0,16.151,0.0,1.0,15.809,0.024,0.0,15.145,0.033,0.0,14.94,0.008,0.0
