RAdeg,DEdeg,e_RAdeg,e_DEdeg,Field,nobs,mobs,B_V,e_B_V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,gmag,e_gmag,u_e_gmag,rmag,e_rmag,u_e_rmag,imag,e_imag,u_e_imag
0.814259,0.255294,0.581,0.943,20140001,3,8,0.469,0.067,15.621,0.019,0.0,16.09,0.064,1.0,15.823,0.023,0.0,15.387,0.139,0.0,15.268,0.0,1.0
0.813977,0.255378,1.332,0.669,20140135,3,7,0.818,0.114,15.369,0.0,1.0,16.187,0.114,0.0,15.83,0.0,1.0,15.45,0.0,1.0,15.314,0.277,0.0
0.771748,0.280315,0.396,0.769,20140135,4,17,0.985,0.186,15.232,0.087,0.0,16.217,0.165,0.0,15.724,0.065,0.0,14.905,0.05,0.0,14.612,0.054,0.0
0.79949,0.327698,0.944,0.891,20140001,3,15,0.678,0.113,15.333,0.082,0.0,16.011,0.077,0.0,15.608,0.006,0.0,15.083,0.067,0.0,14.777,0.033,0.0
0.909018,0.339527,1.098,0.797,20140001,4,12,1.09,0.0,15.825,0.0,1.0,16.915,0.0,1.0,16.483,0.059,0.0,15.206,0.059,0.0,14.376,0.065,0.0
0.860613,0.349444,0.196,0.206,20110001,5,24,1.084,0.062,12.643,0.045,0.0,13.727,0.043,0.0,13.168,0.025,0.0,12.204,0.039,0.0,11.842,0.042,0.0
0.875555,0.335214,0.746,1.011,20110001,2,2,,,,,,,,,,,,,,,14.872,0.077,0.0
0.855607,0.318524,0.665,0.64,20140001,4,12,0.818,0.0,15.51,0.0,1.0,16.328,0.0,1.0,15.934,0.021,0.0,15.068,0.046,0.0,14.589,0.114,0.0
0.924438,0.366074,0.76,0.672,20140001,2,6,,,,,,,,,16.292,0.06,0.0,15.345,0.084,0.0,14.76,0.027,0.0
0.89728,0.375577,0.635,0.458,20140001,4,17,0.59,0.108,14.984,0.1,0.0,15.575,0.041,0.0,15.24,0.033,0.0,14.85,0.034,0.0,14.615,0.125,0.0
0.849302,0.407645,0.834,0.561,20140001,4,13,0.512,0.076,15.435,0.0,0.0,15.948,0.076,0.0,15.665,0.098,0.0,15.178,0.062,0.0,14.972,0.115,0.0
0.50193,0.193398,0.368,0.683,20140135,5,20,0.731,0.106,14.882,0.068,0.0,15.613,0.082,0.0,15.209,0.042,0.0,14.641,0.096,0.0,14.391,0.054,0.0
0.52026,0.201462,0.937,0.948,20140001,3,14,0.793,0.135,15.532,0.087,0.0,16.325,0.103,0.0,15.953,0.029,0.0,15.309,0.006,0.0,15.02,0.068,0.0
0.521171,0.212173,0.695,0.58,20140001,3,14,0.611,0.055,15.229,0.043,0.0,15.84,0.034,0.0,15.495,0.041,0.0,15.063,0.085,0.0,14.925,0.014,0.0
0.606258,0.224929,1.327,1.459,20140135,2,7,0.563,0.104,16.041,0.062,0.0,16.604,0.083,0.0,16.304,0.0,1.0,15.856,0.0,1.0,15.943,0.0,1.0
0.570821,0.238567,0.292,0.42,20140135,5,22,0.599,0.086,14.396,0.06,0.0,14.995,0.062,0.0,14.648,0.021,0.0,14.221,0.062,0.0,14.021,0.043,0.0
0.50456,0.235968,1.053,0.879,20140135,2,7,0.685,0.17,15.988,0.114,0.0,16.673,0.126,0.0,16.365,0.0,1.0,15.971,0.0,1.0,16.048,0.0,1.0
0.569583,0.261024,1.13,0.336,20140001,2,2,,,,,,,,,,,,,,,15.75,0.042,0.0
0.561879,0.261533,0.188,0.179,20140135,5,22,0.785,0.061,13.477,0.049,0.0,14.262,0.036,0.0,13.828,0.021,0.0,13.253,0.07,0.0,13.037,0.038,0.0
0.623189,0.245779,0.511,0.36,20140135,5,22,0.642,0.068,14.68,0.057,0.0,15.322,0.036,0.0,14.962,0.029,0.0,14.498,0.043,0.0,14.386,0.094,0.0
0.591207,0.248766,0.317,0.204,20140135,6,24,0.576,0.056,13.174,0.037,0.0,13.749,0.042,0.0,13.413,0.014,0.0,13.023,0.059,0.0,12.858,0.038,0.0
0.589968,0.345206,0.953,0.765,20140001,2,10,0.723,0.021,15.865,0.008,0.0,16.587,0.019,0.0,16.252,0.046,0.0,15.434,0.0,0.0,15.017,0.166,0.0
0.479239,0.30218,0.857,0.66,20140135,5,22,0.742,0.228,15.138,0.068,0.0,15.88,0.218,0.0,15.493,0.089,0.0,14.885,0.05,0.0,14.595,0.08,0.0
0.394277,0.274469,0.964,0.829,20140001,2,9,0.97,0.029,16.129,0.008,0.0,17.099,0.028,0.0,16.521,0.039,0.0,15.796,0.092,0.0,15.268,0.0,1.0
0.408809,0.291236,0.707,1.196,20140001,4,12,1.537,0.173,15.661,0.0,1.0,17.199,0.173,1.0,16.346,0.039,0.0,15.04,0.108,0.0,13.858,0.048,0.0
0.364996,0.301574,0.296,0.15,20110001,4,18,0.971,0.019,9.237,0.0,1.0,10.208,0.019,0.0,9.952,0.39,0.0,8.946,0.0,1.0,8.631,0.0,1.0
0.382446,0.31615,0.209,0.28,20140135,6,26,0.558,0.059,12.958,0.042,0.0,13.516,0.041,0.0,13.189,0.025,0.0,12.793,0.069,0.0,12.651,0.041,0.0
0.423087,0.341146,0.512,0.497,20140135,5,22,0.818,0.083,14.551,0.059,0.0,15.368,0.058,0.0,14.898,0.023,0.0,14.247,0.088,0.0,14.062,0.045,0.0
0.527854,0.315473,1.187,0.707,20140001,3,9,0.899,0.0,16.017,0.0,1.0,16.916,0.0,1.0,16.621,0.075,0.0,15.435,0.059,0.0,14.779,0.082,0.0
0.550265,0.32453,0.74,0.435,20140135,5,20,0.602,0.089,14.878,0.069,0.0,15.48,0.056,0.0,15.144,0.009,0.0,14.761,0.039,0.0,14.54,0.08,0.0
0.523724,0.352234,0.747,0.955,20140135,5,20,1.029,0.099,15.232,0.055,0.0,16.261,0.082,0.0,15.75,0.029,0.0,14.885,0.07,0.0,14.538,0.063,0.0
0.480624,0.35489,0.295,0.411,20140135,5,22,0.74,0.088,14.466,0.069,0.0,15.206,0.055,0.0,14.773,0.015,0.0,14.225,0.054,0.0,14.008,0.088,0.0
0.461178,0.387783,0.94,0.51,20140135,5,20,0.982,0.144,14.962,0.071,0.0,15.943,0.125,0.0,15.416,0.037,0.0,14.579,0.083,0.0,14.298,0.107,0.0
0.537439,0.405853,0.687,1.48,20140001,2,4,0.998,0.09,15.336,0.031,0.0,16.334,0.084,0.0,,,,,,,,,
0.527119,0.415333,0.372,0.117,20110001,5,17,0.408,0.0,9.194,0.0,1.0,9.601,0.0,1.0,9.681,0.492,0.0,9.103,0.0,1.0,9.07,0.0,1.0
0.701118,0.305922,0.154,0.104,20140135,5,22,0.718,0.052,13.077,0.041,0.0,13.795,0.032,0.0,13.386,0.027,0.0,12.883,0.047,0.0,12.655,0.049,0.0
0.689935,0.336235,0.453,1.505,20140001,3,6,1.015,0.0,16.081,0.0,1.0,17.095,0.0,1.0,16.52,0.0,1.0,15.707,0.0,1.0,15.468,0.017,0.0
0.76813,0.365385,1.033,1.281,20140001,2,7,0.777,0.335,16.274,0.225,0.0,17.05,0.248,0.0,16.65,0.0,1.0,16.011,0.0,1.0,15.624,0.0,1.0
0.687899,0.384323,0.497,0.695,20140001,4,19,0.583,0.051,14.927,0.048,0.0,15.51,0.019,0.0,15.198,0.016,0.0,14.803,0.083,0.0,14.562,0.036,0.0
0.769978,0.428702,0.65,1.258,20110001,2,4,,,,,,,,,16.403,0.061,1.0,15.565,0.042,0.0,15.346,0.0,1.0
0.769456,0.429074,1.311,0.761,20140001,2,7,0.834,0.13,15.915,0.0,1.0,16.749,0.13,1.0,16.372,0.031,0.0,15.647,0.0,1.0,15.28,0.006,0.0
0.791951,0.435725,0.842,0.511,20140135,5,20,0.634,0.071,14.923,0.06,0.0,15.558,0.038,0.0,15.191,0.051,0.0,14.778,0.022,0.0,14.571,0.105,0.0
0.792817,0.445282,0.496,0.561,20140135,5,19,0.722,0.08,15.044,0.035,0.0,15.766,0.071,0.0,15.355,0.044,0.0,14.793,0.019,0.0,14.628,0.088,0.0
0.741105,0.422311,0.861,0.533,20140135,4,14,0.628,0.12,15.402,0.056,0.0,16.03,0.106,0.0,15.681,0.006,0.0,15.286,0.0,0.0,15.043,0.074,0.0
0.7459,0.457117,0.697,0.622,20140135,5,20,0.532,0.081,15.181,0.059,0.0,15.713,0.056,0.0,15.382,0.014,0.0,15.008,0.059,0.0,14.84,0.075,0.0
0.594119,0.392201,1.503,1.319,20140001,2,6,1.097,0.283,16.632,0.0,1.0,17.729,0.283,1.0,17.073,0.0,1.0,16.235,0.0,1.0,15.658,0.094,0.0
0.622914,0.391505,0.126,0.114,20140135,6,25,1.587,0.064,10.891,0.035,0.0,12.479,0.054,0.0,11.627,0.043,0.0,10.317,0.052,0.0,9.576,0.0,1.0
0.651963,0.412891,0.566,0.872,20140135,5,22,0.273,0.253,14.656,0.205,0.0,14.929,0.148,0.0,14.736,0.176,0.0,14.608,0.15,0.0,14.639,0.26,0.0
0.598901,0.409957,0.922,1.037,20140001,2,8,0.83,0.124,15.987,0.0,1.0,16.816,0.124,1.0,16.38,0.077,0.0,15.579,0.073,0.0,15.18,0.117,0.0
0.590764,0.425793,0.188,0.192,20140135,5,22,0.637,0.049,13.373,0.038,0.0,14.01,0.032,0.0,13.635,0.027,0.0,13.2,0.057,0.0,13.001,0.037,0.0
0.587386,0.432941,0.72,0.856,20140001,4,10,,,,,,,,,16.512,0.089,0.0,15.211,0.061,0.0,14.071,0.039,0.0
0.542241,0.449069,0.221,0.175,20140135,5,22,0.764,0.076,13.678,0.061,0.0,14.442,0.046,0.0,14.005,0.01,0.0,13.457,0.037,0.0,13.237,0.061,0.0
0.574971,0.48329,0.914,0.584,20140135,5,15,0.8,0.137,15.531,0.1,0.0,16.332,0.093,0.0,15.853,0.021,0.0,15.289,0.029,0.0,14.962,0.096,0.0
0.753864,0.531638,0.223,0.186,20140135,5,22,0.869,0.067,13.498,0.032,0.0,14.367,0.059,0.0,13.902,0.038,0.0,13.209,0.044,0.0,12.947,0.061,0.0
0.737926,0.553849,0.185,0.197,20140135,5,22,0.628,0.062,13.803,0.041,0.0,14.432,0.046,0.0,14.069,0.018,0.0,13.63,0.033,0.0,13.427,0.045,0.0
0.697463,0.55938,0.753,1.144,20140135,3,6,0.654,0.0,15.999,0.0,1.0,16.653,0.0,1.0,16.219,0.052,0.0,15.771,0.09,0.0,,,
0.69587,0.582006,0.643,0.699,20140001,4,14,0.768,0.071,15.483,0.018,0.0,16.251,0.069,0.0,15.808,0.018,0.0,15.204,0.025,0.0,14.959,0.169,0.0
0.814112,0.51427,0.34,0.269,20140135,5,22,0.539,0.078,14.027,0.051,0.0,14.566,0.06,0.0,14.249,0.025,0.0,13.894,0.028,0.0,13.752,0.087,0.0
0.815019,0.577074,0.255,0.315,20140135,5,22,0.495,0.047,14.038,0.034,0.0,14.533,0.032,0.0,14.223,0.033,0.0,13.893,0.062,0.0,13.777,0.108,0.0
359.214919,-0.616504,0.79,0.378,20160270,4,19,0.721,0.107,14.552,0.102,0.0,15.273,0.033,0.0,14.874,0.085,0.0,14.387,0.079,0.0,14.164,0.099,0.0
359.270757,-0.598885,0.342,0.535,20160270,4,15,0.939,0.134,14.47,0.107,0.0,15.41,0.08,0.0,14.861,0.048,0.0,14.142,0.082,0.0,14.011,0.049,0.0
359.277214,-0.608514,0.912,0.737,20160270,3,10,0.794,0.086,15.539,0.08,0.0,16.332,0.033,0.0,16.012,0.041,0.0,15.363,0.097,0.0,,,
359.22247,-0.60805,0.347,0.099,20160270,5,25,0.749,0.133,11.519,0.105,0.0,12.268,0.081,0.0,11.868,0.071,0.0,11.327,0.084,0.0,11.209,0.063,0.0
359.234986,-0.588868,0.777,0.327,20160270,4,19,0.487,0.119,14.258,0.092,0.0,14.745,0.075,0.0,14.506,0.077,0.0,14.12,0.051,0.0,13.979,0.064,0.0
359.184661,-0.548485,0.738,0.774,20160270,4,16,0.777,0.136,15.028,0.106,0.0,15.806,0.086,0.0,15.37,0.06,0.0,14.823,0.08,0.0,14.592,0.074,0.0
359.198114,-0.522756,0.667,0.183,20160270,5,24,0.718,0.149,12.338,0.09,0.0,13.055,0.119,0.0,12.659,0.071,0.0,12.179,0.086,0.0,12.124,0.092,0.0
359.131292,-0.478933,0.804,0.659,20160270,4,15,0.722,0.216,15.411,0.085,0.0,16.133,0.199,0.0,15.722,0.041,0.0,15.149,0.078,0.0,14.992,0.0,1.0
359.287778,-0.580211,0.825,0.369,20160270,4,20,0.792,0.219,13.995,0.095,0.0,14.787,0.197,0.0,14.341,0.065,0.0,13.804,0.078,0.0,13.659,0.054,0.0
359.269246,-0.536194,0.805,0.922,20160270,3,13,0.721,0.174,15.358,0.148,0.0,16.078,0.092,0.0,15.687,0.069,0.0,15.193,0.09,0.0,14.743,0.0,1.0
359.378697,-0.477259,0.767,0.61,20160270,4,14,0.63,0.089,14.96,0.087,0.0,15.59,0.018,0.0,15.252,0.079,0.0,14.751,0.041,0.0,14.567,0.06,0.0
359.382004,-0.456376,0.804,0.558,20160270,4,17,1.098,0.298,14.833,0.095,0.0,15.931,0.282,0.0,15.363,0.061,0.0,14.387,0.077,0.0,14.061,0.055,0.0
359.451858,-0.446039,0.625,0.13,20160270,5,24,0.699,0.151,11.311,0.073,0.0,12.01,0.132,0.0,11.628,0.062,0.0,11.114,0.044,0.0,10.998,0.061,0.0
359.346548,-0.471028,0.728,0.331,20160270,4,19,0.807,0.107,13.975,0.086,0.0,14.782,0.064,0.0,14.368,0.052,0.0,13.713,0.077,0.0,13.525,0.076,0.0
359.355901,-0.438043,0.354,0.111,20160270,5,23,1.11,0.105,11.708,0.088,0.0,12.818,0.058,0.0,12.231,0.062,0.0,11.366,0.074,0.0,11.055,0.06,0.0
359.350159,-0.412482,0.995,0.701,20110001,2,7,0.699,0.087,15.698,0.0,1.0,16.397,0.087,1.0,16.105,0.023,0.0,15.602,0.097,0.0,15.401,0.0,1.0
359.20873,-0.509585,0.73,0.129,20160270,5,24,0.659,0.168,9.489,0.0,1.0,10.148,0.168,0.0,10.133,0.579,0.0,9.369,0.0,1.0,9.311,0.0,1.0
359.25469,-0.460347,0.954,0.743,20160270,2,4,0.748,0.0,16.008,0.0,1.0,16.756,0.0,1.0,16.437,0.066,1.0,15.675,0.0,1.0,,,
359.258755,-0.452024,0.776,0.72,20160270,4,14,0.537,0.116,15.109,0.102,0.0,15.646,0.055,0.0,15.333,0.02,0.0,14.911,0.108,0.0,14.767,0.127,0.0
359.189538,-0.438248,1.135,0.854,20110001,2,5,,,,,,,,,16.213,0.08,0.0,15.433,0.107,0.0,14.96,0.0,1.0
359.221086,-0.3965,0.475,0.201,20160270,4,14,0.838,0.085,14.137,0.082,0.0,14.975,0.024,0.0,14.572,0.067,0.0,13.961,0.107,0.0,13.759,0.089,0.0
359.350002,-0.393714,0.793,0.646,20160270,4,16,0.748,0.079,14.875,0.065,0.0,15.623,0.045,0.0,15.262,0.063,0.0,14.749,0.041,0.0,14.484,0.109,0.0
359.261441,-0.382367,0.885,0.903,20110001,2,9,0.814,0.148,15.454,0.147,0.0,16.268,0.021,0.0,15.865,0.029,0.0,15.175,0.045,0.0,14.896,0.0,1.0
359.262807,-0.398892,0.957,0.651,20160270,4,16,0.625,0.164,15.387,0.163,0.0,16.012,0.017,0.0,15.717,0.098,0.0,15.155,0.094,0.0,15.09,0.093,0.0
359.245449,-0.377946,0.682,1.436,20160270,3,6,0.582,0.0,15.404,0.0,1.0,15.986,0.0,1.0,15.757,0.125,0.0,15.281,0.0,1.0,15.036,0.092,1.0
359.245482,-0.378145,1.159,0.857,20160270,3,8,0.469,0.0,15.52,0.0,1.0,15.989,0.0,1.0,15.656,0.023,0.0,15.281,0.097,0.0,14.903,0.0,1.0
359.253996,-0.343664,0.695,0.387,20160270,4,17,1.031,0.053,14.605,0.04,0.0,15.636,0.036,0.0,15.145,0.062,0.0,14.288,0.056,0.0,14.042,0.126,0.0
359.502078,-0.349519,1.027,1.031,20110001,2,6,1.267,0.152,15.73,0.0,1.0,16.997,0.152,1.0,16.445,0.078,0.0,15.438,0.04,0.0,,,
359.474499,-0.361652,0.752,0.497,20160270,4,17,0.738,0.084,14.731,0.05,0.0,15.469,0.067,0.0,15.084,0.041,0.0,14.542,0.077,0.0,14.304,0.052,0.0
359.492798,-0.335311,0.652,0.433,20110001,4,17,1.001,0.061,14.194,0.054,0.0,15.195,0.029,0.0,14.703,0.053,0.0,13.779,0.04,0.0,13.526,0.09,0.0
359.477828,-0.312917,0.635,0.628,20160270,4,16,0.813,0.089,14.592,0.069,0.0,15.405,0.057,0.0,14.979,0.042,0.0,14.319,0.059,0.0,14.135,0.09,0.0
359.623917,-0.289374,0.531,0.135,20160270,5,21,0.606,0.074,12.576,0.056,0.0,13.182,0.048,0.0,12.847,0.051,0.0,12.431,0.089,0.0,12.248,0.027,0.0
359.582335,-0.281564,0.378,0.289,20110001,2,10,1.194,0.087,14.622,0.021,0.0,15.816,0.084,0.0,15.276,0.008,0.0,14.15,0.064,0.0,13.799,0.067,0.0
359.512623,-0.307462,0.532,0.136,20110001,4,18,0.73,0.105,12.863,0.077,0.0,13.593,0.071,0.0,13.212,0.043,0.0,12.618,0.028,0.0,12.504,0.062,0.0
359.530223,-0.29058,0.982,0.889,20160270,3,14,1.07,0.101,15.08,0.032,0.0,16.15,0.095,0.0,15.636,0.025,0.0,14.79,0.076,0.0,14.49,0.049,0.0
359.555432,-0.248584,0.871,0.892,20160270,4,14,0.9,0.081,15.284,0.075,0.0,16.184,0.031,0.0,15.774,0.069,0.0,15.082,0.078,0.0,14.795,0.021,0.0
359.37205,-0.34241,0.657,0.323,20160270,5,23,1.066,0.135,12.806,0.072,0.0,13.872,0.114,0.0,13.283,0.051,0.0,12.524,0.104,0.0,12.173,0.041,0.0
359.426299,-0.325117,1.658,0.802,20110001,2,3,,,,,,,,,16.364,0.063,1.0,15.847,0.115,0.0,,,
359.408972,-0.285831,1.033,0.425,20160270,4,16,0.875,0.201,15.249,0.194,0.0,16.123,0.053,0.0,15.622,0.033,0.0,14.888,0.025,0.0,14.739,0.101,0.0
359.36521,-0.281751,0.548,0.24,20160270,5,19,0.726,0.075,13.316,0.058,0.0,14.042,0.047,0.0,13.647,0.01,0.0,13.099,0.106,0.0,12.967,0.073,0.0
359.350268,-0.260047,1.114,0.844,20160270,3,8,0.58,0.107,16.035,0.0,1.0,16.615,0.107,1.0,16.402,0.09,0.0,15.865,0.051,0.0,,,
359.479227,-0.253928,1.074,0.809,20110001,2,9,0.853,0.097,15.655,0.089,0.0,16.507,0.04,0.0,16.037,0.05,0.0,15.396,0.069,0.0,15.248,0.0,1.0
359.513937,-0.222122,1.046,1.248,20160270,2,6,0.671,0.129,16.179,0.0,1.0,16.85,0.129,1.0,16.526,0.036,0.0,16.006,0.011,0.0,,,
359.430004,-0.252732,0.757,0.121,20160270,5,24,0.709,0.085,10.442,0.052,0.0,11.151,0.067,0.0,10.825,0.161,0.0,10.324,0.118,0.0,10.065,0.04,0.0
359.396777,-0.214472,0.909,0.463,20160270,4,16,0.74,0.07,14.691,0.046,0.0,15.432,0.053,0.0,15.045,0.04,0.0,14.434,0.063,0.0,14.236,0.029,0.0
359.474789,-0.162305,0.595,0.177,20160270,5,20,0.602,0.086,12.888,0.041,0.0,13.49,0.076,0.0,13.113,0.052,0.0,12.766,0.084,0.0,12.623,0.021,0.0
359.127098,-0.414988,1.001,0.443,20160270,4,17,1.449,0.099,14.776,0.045,0.0,16.225,0.088,0.0,15.534,0.053,0.0,14.15,0.075,0.0,13.451,0.12,0.0
359.115803,-0.402613,0.554,0.595,20160270,2,4,,,,,,,,,16.598,0.041,0.0,16.082,0.008,0.0,,,
359.127791,-0.390724,0.646,0.617,20160270,3,9,0.894,0.106,15.656,0.0,1.0,16.55,0.106,1.0,16.055,0.098,0.0,15.246,0.066,0.0,14.839,0.0,1.0
359.133175,-0.329306,0.75,0.518,20160270,3,15,0.919,0.222,14.995,0.104,0.0,15.914,0.197,0.0,15.474,0.086,0.0,14.683,0.093,0.0,14.546,0.136,0.0
359.125003,-0.326349,0.659,0.473,20160270,4,18,0.837,0.147,14.859,0.082,0.0,15.695,0.122,0.0,15.276,0.076,0.0,14.656,0.103,0.0,14.523,0.079,0.0
359.209141,-0.368842,0.665,0.215,20110001,4,20,0.617,0.121,12.615,0.099,0.0,13.233,0.071,0.0,12.921,0.049,0.0,12.495,0.153,0.0,12.36,0.074,0.0
359.21162,-0.348253,0.75,0.582,20160270,4,18,0.747,0.171,15.018,0.12,0.0,15.766,0.122,0.0,15.313,0.069,0.0,14.813,0.056,0.0,14.626,0.112,0.0
359.209005,-0.300455,0.537,0.382,20160270,4,18,1.0,0.091,14.561,0.057,0.0,15.562,0.072,0.0,15.033,0.073,0.0,14.287,0.126,0.0,13.915,0.137,0.0
359.258015,-0.315692,0.686,0.212,20160270,5,22,0.818,0.09,13.747,0.083,0.0,14.565,0.033,0.0,14.145,0.063,0.0,13.467,0.061,0.0,13.305,0.066,0.0
359.260408,-0.298893,0.701,0.455,20160270,3,9,0.586,0.057,15.798,0.035,0.0,16.384,0.045,0.0,16.123,0.077,0.0,15.77,0.029,0.0,15.482,0.0,1.0
359.179173,-0.310942,0.883,0.279,20160270,3,15,0.798,0.156,14.086,0.102,0.0,14.884,0.118,0.0,14.465,0.046,0.0,13.842,0.074,0.0,13.691,0.111,0.0
359.078342,-0.305603,0.55,0.249,20160270,4,20,1.132,0.168,14.054,0.107,0.0,15.186,0.129,0.0,14.617,0.146,0.0,13.668,0.052,0.0,13.259,0.059,0.0
359.167748,-0.258289,0.475,0.936,20160270,2,8,0.414,0.082,15.894,0.0,1.0,16.307,0.082,1.0,16.15,0.026,0.0,15.654,0.136,0.0,15.628,0.332,0.0
359.131443,-0.223375,0.579,0.124,20160270,5,21,0.832,0.114,13.352,0.08,0.0,14.184,0.081,0.0,13.734,0.07,0.0,13.106,0.066,0.0,12.909,0.054,0.0
359.065218,-0.203225,1.096,1.328,20160270,3,6,0.545,0.0,15.949,0.0,1.0,16.494,0.0,1.0,16.389,0.226,0.0,15.569,0.0,1.0,15.432,0.113,1.0
359.316529,-0.264423,0.494,0.414,20160270,3,12,0.934,0.011,14.644,0.008,0.0,15.578,0.008,0.0,15.175,0.031,0.0,14.356,0.058,0.0,14.124,0.113,0.0
359.268557,-0.176524,0.49,0.805,20160270,2,7,0.783,0.105,15.795,0.0,1.0,16.579,0.105,1.0,16.022,0.064,0.0,15.724,0.117,0.0,15.658,0.0,1.0
359.284919,-0.174102,0.853,0.36,20160270,4,16,0.666,0.079,14.817,0.063,0.0,15.483,0.047,0.0,15.122,0.034,0.0,14.651,0.033,0.0,14.545,0.143,0.0
359.414936,-0.181294,1.078,0.596,20160270,2,9,0.583,0.188,15.79,0.14,0.0,16.373,0.125,0.0,16.007,0.091,0.0,15.578,0.134,0.0,15.577,0.0,1.0
359.423968,-0.150612,1.192,0.384,20160270,3,10,0.841,0.074,15.406,0.0,1.0,16.247,0.074,1.0,15.98,0.063,0.0,15.368,0.096,0.0,15.122,0.039,0.0
359.362694,-0.09691,0.499,0.14,20110001,4,20,1.064,0.069,11.68,0.055,0.0,12.744,0.041,0.0,12.173,0.024,0.0,11.324,0.044,0.0,11.078,0.028,0.0
359.273799,-0.146721,0.284,0.128,20160270,5,23,0.56,0.088,11.721,0.043,0.0,12.281,0.077,0.0,11.952,0.068,0.0,11.58,0.036,0.0,11.483,0.048,0.0
359.280377,-0.14406,0.632,0.123,20160270,4,19,0.726,0.069,13.294,0.048,0.0,14.02,0.051,0.0,13.621,0.059,0.0,13.155,0.113,0.0,12.917,0.074,0.0
359.158487,-0.129307,0.6,0.396,20160270,4,15,0.856,0.181,14.004,0.057,0.0,14.861,0.172,0.0,14.375,0.04,0.0,13.75,0.106,0.0,13.583,0.072,0.0
359.304132,-0.123399,0.999,0.906,20110001,2,5,0.524,0.0,16.179,0.0,1.0,16.703,0.0,1.0,16.448,0.066,1.0,15.704,0.0,1.0,15.47,0.0,1.0
359.259157,-0.079578,0.634,0.277,20140135,2,6,,,,,,,,,16.054,0.085,0.0,15.122,0.016,0.0,14.79,0.086,0.0
359.287446,-0.046815,0.437,0.783,20140135,3,8,0.946,0.0,15.417,0.0,1.0,16.362,0.0,1.0,15.804,0.04,0.0,15.314,0.022,0.0,,,
359.290776,-0.038103,0.842,0.471,20140135,5,24,0.522,0.063,14.586,0.045,0.0,15.108,0.044,0.0,14.81,0.059,0.0,14.455,0.075,0.0,14.364,0.122,0.0
359.278139,-0.050544,1.224,0.62,20160270,3,6,0.951,0.098,15.898,0.02,0.0,16.849,0.096,0.0,16.357,0.063,1.0,15.761,0.0,1.0,,,
359.657386,-0.26943,0.99,0.452,20160270,4,20,0.554,0.192,14.457,0.048,0.0,15.011,0.185,0.0,14.638,0.039,0.0,14.326,0.059,0.0,14.207,0.128,0.0
359.68755,-0.248515,0.809,0.285,20160270,5,15,1.134,0.064,13.915,0.037,0.0,15.049,0.052,0.0,14.486,0.045,0.0,13.422,0.056,0.0,13.093,0.123,0.0
359.578054,-0.224465,0.846,0.686,20160270,3,12,0.791,0.053,15.082,0.019,0.0,15.873,0.05,0.0,15.445,0.014,0.0,14.803,0.089,0.0,14.573,0.084,0.0
359.654548,-0.16757,0.355,0.118,20160270,5,21,0.896,0.065,11.263,0.034,0.0,12.16,0.056,0.0,11.66,0.055,0.0,11.017,0.056,0.0,10.761,0.029,0.0
359.733413,-0.176657,0.742,0.177,20160270,6,23,0.731,0.06,11.415,0.031,0.0,12.146,0.052,0.0,11.769,0.032,0.0,11.232,0.016,0.0,11.107,0.071,0.0
359.783832,-0.129374,0.614,0.666,20160270,5,17,1.353,0.05,14.619,0.016,0.0,15.972,0.048,0.0,15.331,0.057,0.0,14.114,0.103,0.0,13.605,0.092,0.0
359.596792,-0.142725,0.548,0.718,20160270,2,4,0.787,0.085,16.229,0.081,0.0,17.016,0.026,0.0,,,,,,,,,
359.594455,-0.133609,0.769,0.79,20160270,4,15,0.714,0.116,15.369,0.071,0.0,16.082,0.092,0.0,15.731,0.023,0.0,15.157,0.06,0.0,14.878,0.0,1.0
359.518725,-0.128272,0.175,0.101,20110001,4,17,0.93,0.354,8.967,0.0,1.0,9.897,0.354,0.0,9.802,0.709,0.0,8.808,0.0,1.0,8.698,0.0,1.0
359.629886,-0.13049,0.819,0.191,20160270,5,22,0.576,0.082,13.145,0.033,0.0,13.722,0.075,0.0,13.374,0.067,0.0,13.004,0.088,0.0,12.889,0.051,0.0
359.675435,-0.111406,0.958,0.887,20160270,5,18,0.914,0.05,15.234,0.033,0.0,16.148,0.038,0.0,15.704,0.046,0.0,15.037,0.07,0.0,14.802,0.098,0.0
359.666819,-0.08365,0.6,0.169,20160270,3,15,0.78,0.094,13.898,0.037,0.0,14.677,0.086,0.0,14.224,0.03,0.0,13.647,0.025,0.0,13.465,0.081,0.0
359.62293,-0.094123,0.715,0.413,20160270,3,15,0.838,0.057,14.668,0.023,0.0,15.506,0.052,0.0,15.086,0.048,0.0,14.435,0.039,0.0,14.133,0.097,0.0
359.624674,-0.059596,0.677,0.381,20160270,4,19,0.657,0.167,14.348,0.065,0.0,15.005,0.153,0.0,14.593,0.043,0.0,14.229,0.082,0.0,14.003,0.03,0.0
359.686074,-0.03225,1.183,0.937,20140135,3,9,0.83,0.238,15.87,0.041,0.0,16.699,0.235,0.0,16.289,0.069,0.0,15.628,0.089,0.0,15.571,0.0,1.0
359.620062,-0.044748,0.653,0.738,20160270,3,12,0.825,0.076,15.154,0.0,0.0,15.979,0.076,0.0,15.52,0.065,0.0,14.97,0.041,0.0,14.737,0.006,0.0
